Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Crohn Disease,C0010346,IBD24,100270798,,Inflammatory bowel disease-24,,3,0.931,0.038,,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,LINC00994,100287879,,long intergenic non-protein coding RNA 994,,7,0.839,0.154,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,IBD27,100302059,,Inflammatory bowel disease-27,,4,0.89,0.077,,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,MIR1246,100302142,,microRNA 1246,,76,0.592,0.808,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,MIR1908,100302263,,microRNA 1908,,37,0.67,0.577,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,DBET,100419743,,D4Z4 binding element transcript,,2,0.931,0.154,,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,LRRC3C,100505591,A6NJW4,leucine rich repeat containing 3C,,4,0.931,0.115,0.029211,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,OCLN,100506658,Q16625,occludin,,195,0.507,0.846,8.56E-07,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,PSC,100653366,,"Cholangitis, primary sclerosing",,67,0.603,0.731,,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MUC12,10071,Q9UKN1,"mucin 12, cell surface associated",,10,0.792,0.192,1.28E-68,0.01,,1,1,1,2006,2006
Crohn Disease,C0010346,CDH11,1009,P55287,cadherin 11,,203,0.512,0.808,0.9999,0.01,,1,1,0,2020,2020
Crohn Disease,C0010346,OPN1MW3,101060233,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive 3",,80,0.601,0.769,,0.01,,0,1,0,2002,2002
Crohn Disease,C0010346,RAD50,10111,Q92878,RAD50 double strand break repair protein,,110,0.556,0.808,3.44E-27,0.01,,1,1,1,2006,2006
Crohn Disease,C0010346,LRPPRC,10128,P42704,leucine rich pentatricopeptide repeat containing,,220,0.493,0.769,2.30E-10,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,LPAR6,10161,P43657,lysophosphatidic acid receptor 6,G-protein coupled receptor,47,0.678,0.385,0.0007129,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,RCL1,10171,Q9Y2P8,RNA terminal phosphate cyclase like 1,Enzyme,19,0.792,0.192,0.059378,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,TNK2,10188,Q07912,tyrosine kinase non receptor 2,Kinase,59,0.623,0.538,8.22E-12,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,NME6,10201,O75414,NME/NM23 nucleoside diphosphate kinase 6,Kinase,4,0.861,0.077,4.27E-07,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,TRIM13,10206,O60858,tripartite motif containing 13,,275,0.462,0.846,0.6366,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,DDX39A,10212,O00148,DExD-box helicase 39A,,37,0.674,0.692,0.60151,0.01,,1,1,0,2004,2004
Crohn Disease,C0010346,CDKN1A,1026,P38936,cyclin dependent kinase inhibitor 1A,,490,0.403,0.769,0.0018575,0.01,,1,1,0,1999,1999
Crohn Disease,C0010346,IGSF6,10261,O95976,immunoglobulin superfamily member 6,,12,0.839,0.269,0.0014791,0.01,,1,1,0,2000,2000
Crohn Disease,C0010346,CDKN1B,1027,P46527,cyclin dependent kinase inhibitor 1B,,454,0.409,0.769,0.62376,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,LOC102723971,102723971,,lipocalin 1-like,,39,0.663,0.577,,0.01,,1,1,0,1996,1996
Crohn Disease,C0010346,LOC102723996,102723996,,ICOS ligand,,10,0.769,0.423,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,TRAIP,10293,Q9BWF2,TRAF interacting protein,,77,0.644,0.654,0.000015879,0.01,,1,1,1,2008,2008
Crohn Disease,C0010346,TLR6,10333,Q9Y2C9,toll like receptor 6,,106,0.556,0.769,0.000022508,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,TRIM22,10346,Q8IYM9,tripartite motif containing 22,,33,0.691,0.5,0.000021312,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,HMG20A,10363,Q9NP66,high mobility group 20A,,5,0.89,0.154,0.67769,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,MERTK,10461,Q12866,"MER proto-oncogene, tyrosine kinase",Kinase,154,0.531,0.692,2.66E-11,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,CLEC10A,10462,Q8IUN9,C-type lectin domain containing 10A,Receptor,64,0.606,0.692,7.76E-06,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,FBLN5,10516,Q9UBX5,fibulin 5,Calcium-binding protein,150,0.546,0.692,0.9997,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,KAT5,10524,Q92993,lysine acetyltransferase 5,,138,0.534,0.769,0.088234,0.01,,1,1,0,1995,1995
Crohn Disease,C0010346,UBD,10537,O15205,ubiquitin D,,71,0.597,0.692,0.0070467,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,AGR2,10551,O95994,"anterior gradient 2, protein disulphide isomerase family member",Enzyme,108,0.556,0.692,9.24E-08,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,TNFSF13B,10673,Q9Y275,TNF superfamily member 13b,,282,0.46,0.731,0.98193,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,CORIN,10699,Q9Y5Q5,"corin, serine peptidase",,55,0.695,0.538,6.51E-35,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CERS1,10715,P27544,ceramide synthase 1,,49,0.638,0.385,0.096618,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,MASP2,10747,O00187,mannan binding lectin serine peptidase 2,Enzyme,86,0.582,0.692,3.04E-14,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,CFTR,1080,P13569,CF transmembrane conductance regulator,Ion channel,476,0.424,0.885,2.17E-58,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,CCL27,10850,Q9Y4X3,C-C motif chemokine ligand 27,Signaling,185,0.502,0.846,0.013511,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,HPSE,10855,Q9Y251,heparanase,Enzyme,393,0.425,0.808,2.27E-14,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CEACAM8,1088,P31997,CEA cell adhesion molecule 8,,29,0.682,0.538,3.30E-07,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,RIPK3,11035,Q9Y572,receptor interacting serine/threonine kinase 3,Kinase,196,0.497,0.885,1.19E-14,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,STIN2-VNTR,110806307,,serotonin transporter intronic VNTR enhancer,,55,0.636,0.538,,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,PRDM5,11107,Q9NQX1,PR/SET domain 5,,73,0.621,0.654,3.60E-10,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,KIF3A,11127,Q9Y496,kinesin family member 3A,Cellular structure,64,0.612,0.615,0.89775,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,BAZ1A,11177,Q9NRL2,bromodomain adjacent to zinc finger domain 1A,,17,0.792,0.269,1,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,WIF1,11197,Q9Y5W5,WNT inhibitory factor 1,Calcium-binding protein,171,0.507,0.731,1.32E-09,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,IRAK3,11213,Q9Y616,interleukin 1 receptor associated kinase 3,Kinase,59,0.615,0.615,5.31E-21,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,AKAP13,11214,Q12802,A-kinase anchoring protein 13,,73,0.626,0.615,0.92909,0.01,,0,1,0,2004,2004
Crohn Disease,C0010346,EGLN3,112399,Q9H6Z9,egl-9 family hypoxia inducible factor 3,,97,0.575,0.654,0.0094753,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,PRRT2,112476,Q7Z6L0,proline rich transmembrane protein 2,,353,0.448,0.808,0.57919,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,ECD,11319,O95905,ecdysoneless cell cycle regulator,,40,0.656,0.538,2.34E-12,0.01,,1,1,0,2004,2004
Crohn Disease,C0010346,CBX3,11335,Q13185,chromobox 3,Epigenetic regulator,53,0.633,0.346,0.40951,0.01,,0,1,0,2012,2012
Crohn Disease,C0010346,MGLL,11343,Q99685,monoglyceride lipase,Enzyme,125,0.564,0.731,0.020016,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,CHUK,1147,O15111,component of inhibitor of nuclear factor kappa B kinase complex,Kinase,125,0.556,0.731,0.99403,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,PGLYRP3,114771,Q96LB9,peptidoglycan recognition protein 3,,9,0.792,0.192,9.61E-08,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,ATG4A,115201,Q8WYN0,autophagy related 4A cysteine peptidase,Enzyme,16,0.76,0.192,0.98953,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,H3P40,115482723,,H3 histone pseudogene 40,,175,0.506,0.846,,0.01,,1,1,0,1998,1998
Crohn Disease,C0010346,LRG1,116844,P02750,leucine rich alpha-2-glycoprotein 1,,109,0.564,0.731,0.095143,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,CLU,1191,P10909,clusterin,,412,0.426,0.885,0.000078072,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,CCR1,1230,P32246,C-C motif chemokine receptor 1,G-protein coupled receptor,192,0.531,0.769,0.38775,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,CCR3,1232,P51677,C-C motif chemokine receptor 3,G-protein coupled receptor,149,0.527,0.808,0.00012636,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,ACKR2,1238,O00590,atypical chemokine receptor 2,G-protein coupled receptor,59,0.641,0.615,0.001388,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,COL1A1,1277,P02452,collagen type I alpha 1 chain,,487,0.43,0.808,1,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,COL3A1,1281,P02461,collagen type III alpha 1 chain,,301,0.477,0.808,1,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,COL7A1,1294,Q02388,collagen type VII alpha 1 chain,Receptor,160,0.545,0.808,2.44E-40,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,COL11A2,1302,P13942,collagen type XI alpha 2 chain,,399,0.435,0.846,0.70197,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,SLCO6A1,133482,Q86UG4,solute carrier organic anion transporter family member 6A1,Transporter,449,0.412,0.885,2.88E-11,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,ATF2,1386,P15336,activating transcription factor 2,Transcription factor,122,0.551,0.808,0.99131,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,GPR119,139760,Q8TDV5,G protein-coupled receptor 119,G-protein coupled receptor,27,0.695,0.346,0.0086183,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ADORA3,140,P0DMS8,adenosine A3 receptor,G-protein coupled receptor,36,0.682,0.5,0.0001441,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,MUC17,140453,Q685J3,"mucin 17, cell surface associated",,53,0.638,0.577,7.90E-63,0.01,,1,1,0,2001,2001
Crohn Disease,C0010346,CRX,1406,O43186,cone-rod homeobox,Transcription factor,128,0.565,0.692,0.51043,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MACROD2,140733,A1Z1Q3,mono-ADP ribosylhydrolase 2,,57,0.686,0.423,0.43472,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,HT,140805,,Hashimoto thyroiditis,,170,0.505,0.731,,0.01,,0,1,0,2017,2017
Crohn Disease,C0010346,C11orf40,143501,Q8WZ69,chromosome 11 open reading frame 40 (putative),,4,0.931,0.115,1.06E-06,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,CSF1R,1436,P07333,colony stimulating factor 1 receptor,Kinase,356,0.448,0.808,0.13278,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,PWAR1,145624,,Prader Willi/Angelman region RNA 1,,246,0.49,0.769,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,IL34,146433,Q6ZMJ4,interleukin 34,,103,0.56,0.769,0.55444,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,CD300LF,146722,Q8TDQ1,CD300 molecule like family member f,,34,0.716,0.385,1.06E-08,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,CST3,1471,P01034,cystatin C,,370,0.436,0.808,0.0039011,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,CTSS,1520,P25774,cathepsin S,Enzyme,131,0.539,0.731,0.34178,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CXADR,1525,P78310,CXADR Ig-like cell adhesion molecule,,305,0.454,0.885,0.36867,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MARVELD2,153562,Q8N4S9,MARVEL domain containing 2,Cell-cell junction,26,0.705,0.462,1.26E-12,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,CYP1A1,1543,P04798,cytochrome P450 family 1 subfamily A member 1,Enzyme,379,0.436,0.846,1.06E-17,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,CYP2A6,1548,P11509,cytochrome P450 family 2 subfamily A member 6,,133,0.556,0.731,5.40E-09,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,CYP2D6,1565,P10635,cytochrome P450 family 2 subfamily D member 6,,432,0.437,0.885,1.08E-25,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,CYP2J2,1573,P51589,cytochrome P450 family 2 subfamily J member 2,,65,0.628,0.615,1.62E-15,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,CYP19A1,1588,P11511,cytochrome P450 family 19 subfamily A member 1,Enzyme,519,0.41,0.885,0.000017022,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,CYP27B1,1594,O15528,cytochrome P450 family 27 subfamily B member 1,Enzyme,229,0.502,0.769,1.92E-07,0.01,,0,1,0,2019,2019
Crohn Disease,C0010346,CLEC12A,160364,Q5QGZ9,C-type lectin domain family 12 member A,,34,0.686,0.346,2.60E-07,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,DCC,1630,P43146,DCC netrin 1 receptor,,279,0.471,0.808,0.99448,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,IDO2,169355,Q6ZQW0,"indoleamine 2,3-dioxygenase 2",,31,0.695,0.577,3.14E-09,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,PSORS1C1,170679,Q9UIG5,psoriasis susceptibility 1 candidate 1,,43,0.656,0.731,0.00026534,0.01,,1,1,0,2004,2004
Crohn Disease,C0010346,ASXL1,171023,Q8IXJ9,ASXL transcriptional regulator 1,,296,0.482,0.808,1.25E-14,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,DHPS,1725,P49366,deoxyhypusine synthase,,62,0.67,0.538,0.00016305,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,DLG1,1739,Q12959,discs large MAGUK scaffold protein 1,Receptor,54,0.647,0.654,0.99393,0.01,,1,1,1,2014,2014
Crohn Disease,C0010346,DNASE1,1773,P24855,deoxyribonuclease 1,,180,0.505,0.846,6.98E-21,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,DNMT1,1786,P26358,DNA methyltransferase 1,Epigenetic regulator,496,0.406,0.885,1,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,DNTT,1791,P04053,DNA nucleotidylexotransferase,Enzyme,70,0.606,0.692,2.95E-10,0.01,,1,1,0,2006,2006
Crohn Disease,C0010346,DRD2,1813,P14416,dopamine receptor D2,G-protein coupled receptor,437,0.436,0.846,0.74709,0.01,,1,1,0,2006,2006
Crohn Disease,C0010346,DSC2,1824,Q02487,desmocollin 2,Cell adhesion,81,0.61,0.538,5.17E-08,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,DSG1,1828,Q02413,desmoglein 1,Cell adhesion,81,0.606,0.538,0.92688,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,DSP,1832,P15924,desmoplakin,Cellular structure,191,0.514,0.808,0.99978,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,EEC1,1913,,"ectrodactyly, ectodermal dysplasia and cleft lip/palate syndrome 1",,26,0.691,0.538,,0.01,,0,1,0,2012,2012
Crohn Disease,C0010346,EFNB2,1948,P52799,ephrin B2,Signaling,109,0.561,0.692,0.98845,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,8.53E-17,0.01,,1,1,0,1991,1991
Crohn Disease,C0010346,MEGF8,1954,Q7Z7M0,multiple EGF like domains 8,Enzyme modulator,89,0.584,0.538,0.000019329,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,EGFR,1956,P00533,epidermal growth factor receptor,Kinase,1394,0.295,0.885,0.36837,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,EGR1,1958,P18146,early growth response 1,Nucleic acid binding,378,0.433,0.923,0.3509,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,AHSG,197,P02765,alpha 2-HS glycoprotein,Enzyme modulator,204,0.506,0.846,3.21E-10,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,AIF1,199,P55008,allograft inflammatory factor 1,Calcium-binding protein,166,0.521,0.808,1.88E-06,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,ELANE,1991,P08246,"elastase, neutrophil expressed",Enzyme,346,0.447,0.846,0.0012274,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,ELAVL2,1993,Q12926,ELAV like RNA binding protein 2,,199,0.486,0.808,0.99514,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ELAVL1,1994,Q15717,ELAV like RNA binding protein 1,,103,0.56,0.731,0.98849,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,ELAVL3,1995,Q14576,ELAV like RNA binding protein 3,,27,0.705,0.385,0.77072,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,EP300,2033,Q09472,E1A binding protein p300,,345,0.459,0.846,1,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,NLRP11,204801,P59045,NLR family pyrin domain containing 11,,5,0.931,0.077,2.15E-09,0.01,,1,1,1,2010,2010
Crohn Disease,C0010346,EPHX2,2053,P34913,epoxide hydrolase 2,Enzyme,97,0.568,0.654,1.79E-21,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ERBB2,2064,P04626,erb-b2 receptor tyrosine kinase 2,Kinase,995,0.328,0.923,0.0059892,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,ERBB4,2066,Q15303,erb-b2 receptor tyrosine kinase 4,Kinase,317,0.455,0.846,0.99912,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,AKT1,207,P31749,AKT serine/threonine kinase 1,Kinase,1250,0.311,0.962,0.9759,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,EZH2,2146,Q15910,enhancer of zeste 2 polycomb repressive complex 2 subunit,Epigenetic regulator,653,0.376,0.885,1,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,F2R,2149,P25116,coagulation factor II thrombin receptor,G-protein coupled receptor,347,0.444,0.846,0.0084678,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,ALDH1A1,216,P00352,aldehyde dehydrogenase 1 family member A1,Enzyme,270,0.46,0.846,0.95448,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,F13A1,2162,P00488,coagulation factor XIII A chain,Enzyme,117,0.575,0.731,5.29E-08,0.01,,1,1,1,2006,2006
Crohn Disease,C0010346,FABP5,2171,Q01469,fatty acid binding protein 5,,85,0.585,0.731,0.047008,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,FAP,2191,Q12884,fibroblast activation protein alpha,Enzyme,216,0.496,0.808,1.90E-28,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,FGF2,2247,P09038,fibroblast growth factor 2,Signaling,635,0.383,0.923,0.0184,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,FGFR1,2260,P11362,fibroblast growth factor receptor 1,Kinase,816,0.362,0.885,0.99984,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,FH,2271,P07954,fumarate hydratase,Enzyme,231,0.489,0.846,0.08824,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,FKBP5,2289,Q13451,FKBP prolyl isomerase 5,Enzyme,179,0.524,0.769,0.73393,0.01,,1,1,1,2012,2012
Crohn Disease,C0010346,MMRN1,22915,Q13201,multimerin 1,,272,0.465,0.846,2.07E-25,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,SEPHS1,22929,P49903,selenophosphate synthetase 1,Enzyme,31,0.695,0.385,0.97637,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,TTLL5,23093,Q6EMB2,tubulin tyrosine ligase like 5,Enzyme,34,0.686,0.5,2.92E-22,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,MPRIP,23164,Q6WCQ1,myosin phosphatase Rho interacting protein,Enzyme modulator,113,0.556,0.885,0.98078,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,ACSBG1,23205,Q96GR2,acyl-CoA synthetase bubblegum family member 1,Enzyme,73,0.603,0.654,0.00003959,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,MED13L,23389,Q71F56,mediator complex subunit 13L,,94,0.617,0.538,1,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,SF3B3,23450,Q15393,splicing factor 3b subunit 3,Nucleic acid binding,13,0.792,0.231,1,0.01,,1,1,0,2020,2020
Crohn Disease,C0010346,SF3B1,23451,O75533,splicing factor 3b subunit 1,Nucleic acid binding,200,0.511,0.731,1,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,CABIN1,23523,Q9Y6J0,calcineurin binding protein 1,Enzyme modulator,136,0.536,0.846,3.28E-17,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,ZNF281,23528,Q9Y2X9,zinc finger protein 281,Transcription factor,34,0.674,0.346,0.99624,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,FOSB,2354,P53539,"FosB proto-oncogene, AP-1 transcription factor subunit",Transcription factor,278,0.463,0.846,0.97553,0.01,,1,1,0,2002,2002
Crohn Disease,C0010346,ATP6V0A2,23545,Q9Y487,ATPase H+ transporting V0 subunit a2,Transporter,158,0.57,0.692,2.63E-11,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,FOSL2,2355,P15408,"FOS like 2, AP-1 transcription factor subunit",Transcription factor,83,0.595,0.692,0.98293,0.01,,1,1,1,2018,2018
Crohn Disease,C0010346,PADI4,23569,Q9UM07,peptidyl arginine deiminase 4,,196,0.494,0.808,4.60E-16,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,IL17RA,23765,Q96F46,interleukin 17 receptor A,,159,0.529,0.808,0.00035636,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,ALOX5,240,P09917,arachidonate 5-lipoxygenase,Enzyme,342,0.447,0.885,1.21E-06,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,VAMAS6,246319,,Vitiligo,,23,0.729,0.269,,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,FRG1,2483,Q14331,FSHD region gene 1,Nucleic acid binding,44,0.722,0.423,6.14E-07,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,ALPP,250,P05187,"alkaline phosphatase, placental",Enzyme,209,0.487,0.808,1.81E-13,0.01,,1,1,0,2012,2012
Crohn Disease,C0010346,FUT3,2525,P21217,fucosyltransferase 3 (Lewis blood group),Enzyme,74,0.606,0.615,0.000062991,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,IPMK,253430,Q8NFU5,inositol polyphosphate multikinase,Kinase,19,0.751,0.423,0.96258,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,TAC4,255061,Q86UU9,tachykinin precursor 4,,24,0.711,0.462,0.000036126,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,PARM1,25849,Q6UWI2,prostate androgen-regulated mucin-like protein 1,,13,0.769,0.269,0.000869,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,GALNT2,2590,Q10471,polypeptide N-acetylgalactosaminyltransferase 2,Enzyme,45,0.678,0.538,0.0084175,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,AOC1,26,P19801,amine oxidase copper containing 1,,61,0.628,0.769,6.72E-08,0.01,,1,1,1,2009,2009
Crohn Disease,C0010346,FDCSP,260436,Q8NFU4,follicular dendritic cell secreted protein,,15,0.805,0.385,0.081818,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,NAT9,26151,Q9BTE0,N-acetyltransferase 9 (putative),,25,0.695,0.346,0.00022044,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,GART,2618,P22102,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Enzyme,48,0.631,0.615,0.00027711,0.01,,1,1,0,2016,2016
Crohn Disease,C0010346,GATA3,2625,P23771,GATA binding protein 3,,429,0.415,0.846,0.89887,0.01,,1,1,0,2017,2017
Crohn Disease,C0010346,KAT2A,2648,Q92830,lysine acetyltransferase 2A,,66,0.61,0.731,0.57331,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,OPN1MW,2652,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive",G-protein coupled receptor,107,0.572,0.769,0.037781,0.01,,0,1,0,2002,2002
Crohn Disease,C0010346,GDF1,2657,P27539,growth differentiation factor 1,Signaling,136,0.529,0.692,0.41237,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,GDNF,2668,P39905,glial cell derived neurotrophic factor,Signaling,409,0.434,0.885,0.2035,0.01,,1,1,0,2013,2013
Crohn Disease,C0010346,RNU1-1,26871,,"RNA, U1 small nuclear 1",,66,0.608,0.731,,0.01,,1,1,0,2009,2009
Crohn Disease,C0010346,GHSR,2693,Q92847,growth hormone secretagogue receptor,G-protein coupled receptor,171,0.528,0.769,0.0065825,0.01,,1,1,0,2008,2008
Crohn Disease,C0010346,CPAMD8,27151,Q8IZJ3,C3 and PZP like alpha-2-macroglobulin domain containing 8,Enzyme modulator,24,0.722,0.231,6.92E-23,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,GLB1,2720,P16278,galactosidase beta 1,Enzyme,385,0.448,0.808,7.92E-10,0.01,,1,1,0,2005,2005
Crohn Disease,C0010346,HPGDS,27306,O60760,hematopoietic prostaglandin D synthase,,570,0.388,0.923,1.81E-06,0.01,,1,1,0,2015,2015
Crohn Disease,C0010346,RABGEF1,27342,Q9UJ41,RAB guanine nucleotide exchange factor 1,Enzyme modulator,122,0.55,0.731,0.00063083,0.01,,1,1,0,2010,2010
Crohn Disease,C0010346,GLI1,2735,P08151,GLI family zinc finger 1,,369,0.431,0.846,7.66E-14,0.01,,1,1,1,2017,2017
Crohn Disease,C0010346,GLP1R,2740,P43220,glucagon like peptide 1 receptor,G-protein coupled receptor,288,0.471,0.846,0.29347,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,GNAO1,2775,P09471,G protein subunit alpha o1,Enzyme modulator,188,0.523,0.808,0.98963,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,GNG11,2791,P61952,G protein subunit gamma 11,Enzyme modulator,12,0.76,0.231,0.54709,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,GOLGB1,2804,Q14789,golgin B1,,32,0.695,0.615,9.30E-12,0.01,,0,1,0,2002,2002
