Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
"Diabetes Mellitus, Insulin-Dependent",C0011854,ND1,4535,P03886,"NADH dehydrogenase, subunit 1 (complex I)",Enzyme,260,0.522,0.769,,0.11,,0,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,NEUROG3,50674,Q9Y4Z2,neurogenin 3,Enzyme,49,0.647,0.5,5.9611E-06,0.11,,1,1,0,2020,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,SBDS,51119,Q9Y3A5,SBDS ribosome maturation factor,Enzyme,105,0.601,0.692,0.000062076,0.11,,0,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,PGM1,5236,P36871,phosphoglucomutase 1,,72,0.628,0.577,5.0551E-15,0.11,,1,2,1,1994,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,MEG3,55384,,maternally expressed 3,,239,0.471,0.846,,0.11,,1,2,2,2010,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ERAP2,64167,Q6P179,endoplasmic reticulum aminopeptidase 2,Enzyme,58,0.615,0.577,1.0028E-28,0.11,,0.5,2,1,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,IKZF4,64375,Q9H2S9,IKAROS family zinc finger 4,Transcription factor,9,0.861,0.192,0.89759,0.11,,1,3,1,2008,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,SPINK1,6690,P00995,serine peptidase inhibitor Kazal type 1,,216,0.492,0.808,0.31476,0.11,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNXB,7148,P22105,tenascin XB,,127,0.572,0.731,0.018547,0.11,,1,2,8,2007,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,LST1,7940,O00453,leukocyte specific transcript 1,,17,0.792,0.308,0.0011303,0.11,,1,2,1,1995,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,GLRA3,8001,O75311,glycine receptor alpha 3,Ion channel,20,0.711,0.462,0.000017764,0.11,,1,2,2,2014,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIAA1109,84162,Q2LD37,KIAA1109,,86,0.603,0.654,3.2559E-21,0.11,,1,3,2,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,TNFSF15,9966,O95150,TNF superfamily member 15,Signaling,143,0.531,0.692,0.0028159,0.11,,1,2,1,2010,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ZGLP1,100125288,P0C6A0,zinc finger GATA like protein 1,,186,0.512,0.808,0.3868,0.1,,1,10,0,2003,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,JAZF1-AS1,100128081,,JAZF1 antisense RNA 1,,7,1,0.115,,0.1,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,USP8P1,100287272,,USP8 pseudogene 1,,11,0.805,0.269,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,AP4B1-AS1,100287722,,AP4B1 antisense RNA 1,,13,0.805,0.231,,0.1,,1,1,10,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMB8-AS1,100507463,,PSMB8 antisense RNA 1 (head to head),,6,0.839,0.385,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,MSH5-SAPCD1,100532732,,MSH5-SAPCD1 readthrough (NMD candidate),,21,0.76,0.423,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATP6V1G2-DDX39B,100532737,,ATP6V1G2-DDX39B readthrough (NMD candidate),,15,0.769,0.423,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPT2-EGFL8,100532746,,PPT2-EGFL8 readthrough (NMD candidate),,17,0.792,0.462,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,P2RX5-TAX1BP3,100533970,,P2RX5-TAX1BP3 readthrough (NMD candidate),,91,0.588,0.769,,0.1,,,0,1,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC01250,101927554,,long intergenic non-protein coding RNA 1250,,14,0.743,0.231,,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SIRPG-AS1,101929010,,SIRPG antisense RNA 1,,2,1,0.115,,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,TSBP1-AS1,101929163,,TSBP1 and BTNL2 antisense RNA 1,,63,0.638,0.692,,0.1,,1,2,30,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC00993,101929520,,long intergenic non-protein coding RNA 993,,17,0.729,0.269,,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,FLOT1,10211,O75955,flotillin 1,,56,0.623,0.692,1.0422E-08,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,HCG9,10255,,HLA complex group 9,,22,0.7,0.5,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,STUB1,10273,Q9UNE7,STIP1 homology and U-box containing protein 1,,155,0.544,0.692,0.018667,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRDN,10345,Q13061,triadin,,49,0.691,0.462,8.357E-22,0.1,,1,1,1,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NXF1,10482,Q9UBU9,nuclear RNA export factor 1,Nucleic acid binding,141,0.531,0.885,0.9763,0.1,,1,11,0,1993,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC02357,105374540,,long intergenic non-protein coding RNA 2357,,10,0.805,0.231,,0.1,,1,1,1,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC02829,105375009,,long intergenic non-protein coding RNA 2829,,5,0.89,0.231,,0.1,,1,1,3,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC02571,105375015,,long intergenic non-protein coding RNA 2571,,28,0.743,0.5,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,AGPAT1,10554,Q99943,1-acylglycerol-3-phosphate O-acyltransferase 1,,18,0.743,0.423,0.97215,0.1,,1,1,3,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,SORBS1,10580,Q9BX66,sorbin and SH3 domain containing 1,,124,0.554,0.769,1.534E-12,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,EHMT2-AS1,106478954,,EHMT2 and SLC44A4 antisense RNA 1,,14,0.78,0.462,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,TSBP1,10665,Q5SRN2,testis expressed basic protein 1,,48,0.638,0.692,1.4756E-16,0.1,,1,1,17,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,CORIN,10699,Q9Y5Q5,"corin, serine peptidase",,55,0.695,0.538,6.5072E-35,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,HCP5,10866,Q6MZN7,HLA complex P5,,79,0.595,0.808,,0.1,,1,1,8,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,EHMT2,10919,Q96KQ7,euchromatic histone lysine methyltransferase 2,Epigenetic regulator,86,0.59,0.808,0.00010292,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRIM31,11074,Q9BZY9,tripartite motif containing 31,,61,0.626,0.577,4.3248E-06,0.1,,1,2,3,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATXN2L,11273,Q8WWM7,ataxin 2 like,Nucleic acid binding,30,0.695,0.423,1,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SGF29,112869,Q96ES7,SAGA complex associated factor 29,,12,0.792,0.269,0.002139,0.1,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADCY7,113,P51828,adenylate cyclase 7,,38,0.656,0.462,9.4815E-07,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,RMI2,116028,Q96E14,RecQ mediated genome instability 2,,38,0.666,0.5,0.018953,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CLCNKB,1188,P51801,chloride voltage-gated channel Kb,Ion channel,139,0.593,0.692,1.4025E-22,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,CLN3,1201,Q13286,"CLN3 lysosomal/endosomal transmembrane protein, battenin",Transporter,120,0.572,0.692,1.3327E-07,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,LRRK2,120892,Q5S007,leucine rich repeat kinase 2,Kinase,231,0.51,0.808,2.5757E-30,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL1A2,1278,P08123,collagen type I alpha 2 chain,,271,0.486,0.846,1,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,RBM45,129831,Q8IUH3,RNA binding motif protein 45,,557,0.383,0.846,2.1132E-10,0.1,,0.95,200,1,1988,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,DNAJC21,134218,Q5F1R6,DnaJ heat shock protein family (Hsp40) member C21,,101,0.606,0.731,2.1006E-07,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRIM40,135644,Q6P9F5,tripartite motif containing 40,,6,0.89,0.192,6.1659E-11,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,MUCL3,135656,Q3MIW9,mucin like 3,,32,0.691,0.731,0.000012265,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,UNC5D,137970,Q6UXZ4,unc-5 netrin receptor D,Receptor,24,0.716,0.462,0.92929,0.1,,1,1,1,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,GAB3,139716,Q8WWW8,GRB2 associated binding protein 3,Receptor,11,0.839,0.231,0.9536,0.1,,1,1,2,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSNK2B,1460,P67870,casein kinase 2 beta,Kinase,34,0.686,0.538,0.91728,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,DNAH2,146754,Q9P225,dynein axonemal heavy chain 2,Enzyme,7,0.931,0.115,1.2998E-44,0.1,,1,1,1,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,AQP4-AS1,147429,,AQP4 antisense RNA 1,,23,0.751,0.577,,0.1,,1,1,1,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,CTLA4,1493,P16410,cytotoxic T-lymphocyte associated protein 4,,722,0.369,0.923,0.94085,0.1,,0.882,152,5,1996,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HORMAD2,150280,Q8N7B1,HORMA domain containing 2,,22,0.716,0.385,0.000071353,0.1,,1,1,2,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYP21A2,1589,P08686,cytochrome P450 family 21 subfamily A member 2,,166,0.525,0.769,0.00025989,0.1,,1,2,11,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYP27B1,1594,O15528,cytochrome P450 family 27 subfamily B member 1,Enzyme,229,0.502,0.769,1.9194E-07,0.1,,0.929,14,1,2002,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DAG1,1605,Q14118,dystroglycan 1,Receptor,230,0.498,0.808,0.98117,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACE,1636,P12821,angiotensin I converting enzyme,Enzyme,1082,0.328,0.923,1.0344E-37,0.1,,0.933,60,2,1994,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC30A8,169026,Q8IWU4,solute carrier family 30 member 8,Transporter,63,0.623,0.731,7.4306E-12,0.1,,0.954,65,1,2008,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSORS1C1,170679,Q9UIG5,psoriasis susceptibility 1 candidate 1,,43,0.656,0.731,0.00026534,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPP1R18,170954,Q6NYC8,protein phosphatase 1 regulatory subunit 18,,9,0.78,0.346,0.00050298,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACAN,176,P16112,aggrecan,Extracellular structure,187,0.528,0.846,1,0.1,,1,13,0,2010,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,DPP4,1803,P27487,dipeptidyl peptidase 4,Enzyme,451,0.42,0.808,7.2797E-09,0.1,,0.941,17,0,2017,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATN1,1822,P54259,atrophin 1,,499,0.409,0.885,0.99992,0.1,,0.985,137,0,1989,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,AGT,183,P01019,angiotensinogen,Enzyme modulator,765,0.367,0.923,4.9706E-08,0.1,,0.938,16,2,1996,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AGTR1,185,P30556,angiotensin II receptor type 1,G-protein coupled receptor,440,0.423,0.846,0.00053161,0.1,,0.727,11,0,1996,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,EDA,1896,Q92838,ectodysplasin A,,150,0.553,0.808,0.97391,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,ALB,213,P02768,albumin,Transporter,1198,0.317,0.962,0.64329,0.1,,1,46,2,1984,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,STOX1,219736,Q6ZVD7,storkhead box 1,,39,0.729,0.462,1.4404E-16,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,EFR3B,22979,Q9Y2G0,EFR3 homolog B,,9,0.89,0.231,0.024122,0.1,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,ABCF1,23,Q8NE71,ATP binding cassette subfamily F member 1,Enzyme,31,0.674,0.538,1.2823E-09,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,CNOT1,23019,A5YKK6,CCR4-NOT transcription complex subunit 1,Transcription factor,42,0.674,0.577,1,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,FNBP1,23048,Q96RU3,formin binding protein 1,,17,0.736,0.269,0.82844,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,AKR1B1,231,P15121,aldo-keto reductase family 1 member B,Enzyme,220,0.491,0.885,0.000020216,0.1,,1,13,1,1996,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,FLNB,2317,O75369,filamin B,,374,0.458,0.923,6.0505E-10,0.1,,1,11,0,1993,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FLT1,2321,P17948,fms related receptor tyrosine kinase 1,Kinase,424,0.419,0.846,0.99983,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,NUP210,23225,Q8TEM1,nucleoporin 210,Transporter,14,0.76,0.308,1.0967E-22,0.1,,1,1,1,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADGRL2,23266,O95490,adhesion G protein-coupled receptor L2,G-protein coupled receptor,33,0.682,0.385,1,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CAMSAP2,23271,Q08AD1,calmodulin regulated spectrin associated protein family member 2,,8,0.792,0.231,0.99999,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SIRT1,23411,Q96EB6,sirtuin 1,Epigenetic regulator,675,0.378,0.885,0.087326,0.1,,1,11,0,2012,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRB1,23418,P82279,crumbs cell polarity complex component 1,,116,0.57,0.654,5.6266E-16,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SEC14L2,23541,O76054,SEC14 like lipid binding 2,,198,0.494,0.885,2.9195E-08,0.1,,1,11,0,1993,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GABBR1,2550,Q9UBS5,gamma-aminobutyric acid type B receptor subunit 1,G-protein coupled receptor,82,0.587,0.769,0.99991,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,GABPA,2551,Q06546,GA binding protein transcription factor subunit alpha,Transcription factor,632,0.379,0.885,0.99812,0.1,,0.909,11,0,2017,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GAD1,2571,Q99259,glutamate decarboxylase 1,Enzyme,245,0.486,0.885,0.046164,0.1,,0.976,82,2,1991,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKD2,25865,Q9BZL6,protein kinase D2,Kinase,40,0.666,0.538,0.99995,0.1,,1,2,2,2009,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAGI3,260425,Q5TCQ9,"membrane associated guanylate kinase, WW and PDZ domain containing 3",,17,0.751,0.346,0.02978,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,GCG,2641,P01275,glucagon,,441,0.431,0.885,0.034814,0.1,,0.958,72,3,1989,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,GCK,2645,P35557,glucokinase,Kinase,210,0.523,0.808,0.63464,0.1,,1,24,0,1993,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GEM,2669,P55040,GTP binding protein overexpressed in skeletal muscle,,251,0.467,0.769,1.179E-08,0.1,,1,14,0,2005,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-S,267015,,"major histocompatibility complex, class I, S (pseudogene)",,2,0.931,0.192,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,GLP1R,2740,P43220,glucagon like peptide 1 receptor,G-protein coupled receptor,288,0.471,0.846,0.29347,0.1,,1,19,0,2003,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GLUL,2752,P15104,glutamate-ammonia ligase,Enzyme,200,0.513,0.731,0.9957,0.1,,0.97,33,0,1992,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GNAO1,2775,P09471,G protein subunit alpha o1,Enzyme modulator,188,0.523,0.808,0.98963,0.1,,1,23,0,1990,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,OR10A4,283297,Q9H209,olfactory receptor family 10 subfamily A member 4,G-protein coupled receptor,128,0.54,0.808,0.000016786,0.1,,1,11,0,2007,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,HECTD4,283450,Q9Y4D8,HECT domain E3 ubiquitin protein ligase 4,,55,0.7,0.462,1,0.1,,1,1,1,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,KCTD1,284252,Q719H9,potassium channel tetramerization domain containing 1,Enzyme modulator,43,0.682,0.615,0.85538,0.1,,,0,0,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPR35,2859,Q9HC97,G protein-coupled receptor 35,G-protein coupled receptor,102,0.587,0.654,0.0049273,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,LURAP1L,286343,Q8IV03,leucine rich adaptor protein 1 like,,15,0.736,0.269,0.025029,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,CLEC2D,29121,Q9UHP7,C-type lectin domain family 2 member D,,21,0.736,0.308,0.23009,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,CD274,29126,Q9NZQ7,CD274 molecule,Receptor,1011,0.324,0.923,0.01916,0.1,,1,14,2,2010,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ZNRD1,30834,Q9P1U0,zinc ribbon domain containing 1,,50,0.653,0.654,0.2067,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,TAX1BP3,30851,O14907,Tax1 binding protein 3,,27,0.716,0.615,0.0052431,0.1,,,0,1,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-C,3107,P10321,"major histocompatibility complex, class I, C",,435,0.415,0.846,1.5695E-06,0.1,,1,24,2,1993,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-DRB9,3132,,"major histocompatibility complex, class II, DR beta 9 (pseudogene)",,33,0.682,0.654,,0.1,,1,2,4,2007,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-L,3139,,"major histocompatibility complex, class I, L (pseudogene)",,7,0.861,0.269,,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,HNF4A,3172,P41235,hepatocyte nuclear factor 4 alpha,Nuclear receptor,340,0.461,0.808,0.15285,0.1,,1,22,0,1999,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IAPP,3375,P10997,islet amyloid polypeptide,Signaling,183,0.507,0.808,0.0031814,0.1,,0.933,15,0,1989,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ICAM1,3383,P05362,intercellular adhesion molecule 1,,737,0.364,0.962,0.035295,0.1,,0.786,14,2,1998,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNA1,3439,P01562,interferon alpha 1,,662,0.371,0.923,,0.1,,1,14,0,2006,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNA13,3447,P01562,interferon alpha 13,,646,0.374,0.923,,0.1,,1,14,0,2006,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,APOE,348,P02649,apolipoprotein E,,1049,0.338,0.962,0.0018685,0.1,,1,14,0,1991,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL1A,3552,P01583,interleukin 1 alpha,,1002,0.333,0.962,0.0001602,0.1,,0.929,14,1,1994,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL1B,3553,P01584,interleukin 1 beta,,1801,0.276,0.962,0.13005,0.1,,0.953,43,0,1990,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL2,3558,P60568,interleukin 2,,950,0.336,0.885,0.47968,0.1,,1,53,2,1984,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL7R,3575,P16871,interleukin 7 receptor,Receptor,231,0.487,0.769,3.763E-07,0.1,,1,13,1,2006,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL12B,3593,P29460,interleukin 12B,Signaling,249,0.48,0.885,0.00011439,0.1,,0.769,13,1,2001,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL13,3596,P35225,interleukin 13,,587,0.386,0.846,0.014426,0.1,,0.909,11,0,2000,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17A,3605,Q16552,interleukin 17A,,1074,0.324,0.923,0.043049,0.1,,1,16,0,2010,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL18,3606,Q14116,interleukin 18,,750,0.365,0.923,0.030717,0.1,,0.783,23,2,2001,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,INSR,3643,P06213,insulin receptor,Kinase,452,0.432,0.846,0.000036145,0.1,,1,14,0,1982,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ISG20,3669,Q96AZ6,interferon stimulated exonuclease gene 20,,414,0.414,0.846,0.002899,0.1,,1,30,0,1996,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIR3DL1,3811,P43629,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",Receptor,231,0.475,0.769,8.3578E-14,0.1,,0.933,15,1,2005,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,SUMO4,387082,Q6EEV6,small ubiquitin like modifier 4,,39,0.653,0.577,,0.1,,0.879,33,1,1996,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,SFTA2,389376,Q6UW10,surfactant associated 2,,25,0.695,0.577,0.036441,0.1,,1,1,2,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,COL11A2P1,394214,,collagen type XI alpha 2 pseudogene 1,,7,0.805,0.462,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,MUC21,394263,Q5SSG8,"mucin 21, cell surface associated",,19,0.743,0.346,0.080201,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,LEP,3952,P41159,leptin,,931,0.349,0.846,0.46491,0.1,,1,25,0,2000,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC02649,399715,,long intergenic non-protein coding RNA 2649,,10,0.792,0.308,,0.1,,1,1,1,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC02694,400359,Q8NAA6,long intergenic non-protein coding RNA 2694,,19,0.78,0.308,0.01712,0.1,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,C1orf141,400757,Q5JVX7,chromosome 1 open reading frame 141,,30,0.691,0.385,0.0032311,0.1,,1,1,2,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,LMO7,4008,Q8WWI1,LIM domain 7,,25,0.722,0.5,0.00024661,0.1,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC00243,401247,,long intergenic non-protein coding RNA 243,,24,0.729,0.423,,0.1,,1,2,2,2007,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRIM26BP,404024,,"tripartite motif containing 26B, pseudogene",,4,0.861,0.269,,0.1,,1,1,1,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,SMAD3,4088,P84022,SMAD family member 3,Transcription factor,470,0.415,0.923,0.79796,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAPT,4137,P10636,microtubule associated protein tau,,469,0.446,0.923,0.0060258,0.1,,1,1,1,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,HCG17,414778,,HLA complex group 17,,17,0.769,0.346,,0.1,,1,1,4,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,MBL2,4153,P11226,mannose binding lectin 2,Receptor,563,0.39,0.846,0.0026836,0.1,,0.933,15,0,2003,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MECP2,4204,P51608,methyl-CpG binding protein 2,Epigenetic regulator,664,0.414,0.846,0.89382,0.1,,,0,1,,
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRF1-AS1,441108,Q8N8D9,IRF1 antisense RNA 1,,44,0.67,0.385,0.0041687,0.1,,1,1,1,2015,2015
